chapter,chunk,text
14,4,". There was no need, after 1918, to have read Das Kapital or Imperialism, the Final Stage of Capitalism in order to recognise the inter-connection between class conflicts in Western countries, the rivalries of the great powers and the revolt of the colonial territories of Asia and Africa against their European overlords. The doctrine teaches that these conflicts must lead to socialism, but it does not specify when or how; it simply describes a historical situation on which human action endeavours to impose an outcome which no objective law either ordains or excludes. The Party took over the Revolution which the dialectic of capitalism still showed no signs of provoking and which reformist trade unionism threatened to forestall. In the same way, the State decided to collectivise agriculture which, left to itself, was creating kulaks by the million. Ministers of Education and Propaganda were irresistibly tempted to accomplish by decree what, according to their version of historical materialism, should have happened spontaneously. They decided to provoke the literature and the philosophy which, according to the doctrine, should have flowered spontaneously in a budding socialist society. From the apparently scientific proposition that all art and thought are the product of the historical environment, we proceed to the principle of despotism: society, in the expression given to it by the State, imposes an orthodoxy on economists, novelists and even musicians. Since art has been corrupted by bourgeois civilisation, it will be saved by socialist realism. But that is not all. Man himself, we are told, will be regenerated by the change in his conditions of life. But the continued use of typical capitalistic methods adapted to man's eternal egoismpiece-work wages, for example, and profit incentives for managershardly suggests that the new man is a spontaneous birth. Once again, the rulers must encourage the recalcitrant species, the 'engineers of the soul' will accelerate the unfolding of the dialectic. Education, propaganda, ideological training, campaigns against religion every possible means is used in an attempt to model individuals according to the Communist idea of man and his situation on this earth. Pavlov and the theory of conditioned reflexes take over where Marx and the theory of historical materialism left off. It was thought that the religious sentiment would die a natural death as the gap was gradually reduced between society as it ought to be and society as it is. In fact, 'reflexology' does not solve the riddle of existence any more than materialistic sociology takes into account the survival or the revival of faith among the emancipated proletarians or the well-fed bourgeois. Once again, the failure of science prepares the way for despotic action. Ministers, commissars, theorists, interrogators, armed with the Pavlovian method, will try to make men what they would spontaneously be if the official philosophy were true. More than anything else, the Trials illustrate this transposition from false science to tyrannical action. As we have seen, one can reconstruct the world of accused and accusers in its historical setting according to a conception at once absolutist and relativistthe unconditional validity of the final goal, the truth of explanatory concepts, the understanding of actions detached from the intentions of the actors and from the circumstances, all seen through the eyes of the victor. But this interpretation, pushed to its logical conclusion, is strictly meaningless and the victims submit to it without believing in it. The accused do not voluntarily play the part which is ascribed to them; they are subject to threats and blackmail; their surrender is only dragged out of them by depriving them of food and of sleep; they are made to confess in the same way as dogs are made to salivate. To the philosopher, the content of the confessions recalls Hegel; to the psychologist it recalls Pavlovian experiments. One does not know to what extent the desire to persuade the heathens or the heretics to confess the truth is mixed up, in the minds of the inquisitor-experimenters, with the conviction that in the last analysis the accused must end up by capitulating because they are all more or less intelligent apes. We have moved far from the realm of historical Providence, from the inflexible laws which condition the unfolding of the human drama. But the stages in the process leading from the vainglorious illusion which claims to hold the key to the future, to the ambition to mould the future in the light of the truth"
14,5,", are perfectly logical. A single class is the instrument of the redemption of all; the few men who claim to be its authentic representatives treat the rest of humanity as a means and regard all circumstances, favourable or not, simply as occasions for furthering their purpose. Having progressed from opposition to power, they place the same intransigent ardour at the service of socialist construction. The liquidation of the kulaks or the deportation of minorities become mere episodes, painful but unimportant, in a policy aimed at the realisation of Reason in History. Those who aspire to command history seem to dream either of eliminating the intervention of accidents, of great men and chance encounters, or of rebuilding society according to a global plan and discarding the heritage of unjustifiable traditions, or of putting an end to the conflicts which divide humanity and deliver it up to the tragic irony of war. Reason teaches us precisely the oppositethat politics will always remain the art of the irrevocable choice by fallible men in unforeseen circumstances and semi-ignorance. Every impulse towards global planning is doomed to end in tyranny. The representation of an intelligible universe has been shattered by the manipulation of physical phenomena with the aid of technology. Contrariwise, the hope of a manipulation of history seems to have been born of the representation of a social order or an order of development, determined by laws which are inaccessible to the desires or the aversions of individuals. The revolutionaries imagined that they were going to control, not a few elements merely, but the whole. This promethean ambition is one of the intellectual origins of totalitarianism. Peace will return to the world when, with the experience of government, the fading of fanaticism, and the realisation of all the insurmountable obstacles, the revolutionaries will admit that one cannot either reconstitute societies according to a plan, or postulate a unique objective for the whole of humanity, or refuse people the right to reject the earthly city. Politicians have not yet discovered the secret of avoiding violence. But violence becomes even more inhuman when it believes itself to be in the service of a truth which is at once historical and absolute."
15,1,PART THREE THE ALIENATION OF THE INTELLECTUALS
16,1,"CHAPTER VII THE INTELLECTUALS AND THEIR HOMELAND EVERY society of the past has had its scribes, who made up the clerical staff of public or private administrations, its artists or men of letters, who handed on or perhaps enriched the heritage of culture, and its experts, either jurists who put their knowledge of the law and the art of disputation at the disposal of the rulers, or scientists who deciphered the secrets of Nature and taught men how to cure sickness or to win battles. None of these three species belongs strictly to our modern civilisation, but the latter has none-the-less its own special characteristics which affect the numbers and the status of the intellectuals. The distribution of manpower among the different professions alters with the progress of economic development: the percentage of manpower employed in industry grows, the proportion employed in agriculture decreases, while the size of the so-called tertiary sector, which includes a multitude of professions of varying degrees of prestigefrom the quill-driver in his office to the research worker in his laboratoryis enormously inflated. Modern industrial societies comprise a greater number of non-manual workers, absolutely and relatively, than any society of the past. Organisation, technique and administration increase in complexity as if to reduce to a perfect simplicity the motions of the manual worker. The modern economy also requires proletarians who can read and write. As they become less impoverished, collectivities devote more and more money to the education of the young: secondary training lasts longer, and is extended to a wider section of every new generation. The three categories of non-manual workersscribes, experts and men of lettersdevelop simultaneously, if not at the same rate. Bureaucracies offer outlets to scribes with inferior qualifications; the management of labour and the organisation of industry require more and more specialised experts; schools, universities, the various mediums of entertainment or communication, employ men of letters, artists, or mere technicians of speech and writing, hacks and popularisers. Sometimes involvement in these enterprises degrades the scholar or man of letters into a second-rate expert: the writer becomes a 'rewriter'. Though its significance is not always fully recognised, the growth in the number of jobs remains a crucial fact which is evident to all. Experts and men of letters did not always constitute quasi-republics, jealous of their independence. For centuries they were spiritually inseparable from the clergy, from those whose function it was to maintain or interpret the beliefs of the Church and the realm. Socially, they were dependent on those who provided them with their means of livelihood the Church, the rich and powerful, and the State. The meaning of art, and not merely the situation of the artist, altered with the source of authority or the characteristics of the cultivated class. The arts produced by and for believers were very different from those patronised by secular rulers or merchant princes. In our day, scientists possess an authority and prestige which shield them from the pressure of the Churches the exceptions are rare and on the whole insignificant. Freedom of enquiry, even in matters which affect the dogma, is scarcely contested. As the public grows and patrons disappear, writers and artists gain in freedom what they risk losing in security and even this is offset by the fact that many of them are able to earn their living in a profession unconnected with their creative work. Of course, neither private employers nor the State are liable to pay without demanding a quid pro quo; but film companies or universities, for example, do not impose their orthodoxy outside the studios or the lecture rooms. Finally, every political régime offers opportunities to those who possess the ability to manipulate words and ideas. It is no longer the military man, relying on courage or good luck, who accedes to the throne, but the orator, the man who knows how to convince the crowd or the electorate or parliament, the doctrinaire who has elaborated a system of thought. There has never been any lack of scholars or writers to lend their talents to justifying a régime, but in our day governments need experts in the art of speech. The theorist and the propagandist meet in one man; the secretary-general of the party elaborates the doctrine at the same time as he guides the revolution. On the Intelligentsia More numerous, more emancipated, more influential, nearer the centre of powersuch, in our day, does the social category which we vaguely designate by the term 'intelligentsia'"
16,2,"seem to have become. The variety of definitions applied to it are in certain respects revealing; they help to unravel the heterogeneous characteristics of the species. In the widest sense it is made to cover all non-manual workers. In France or in England, no-one would call an office worker an intellectual, even if he has been to a university and obtained a degree. Integrated into a collective enterprise, reduced to the function of an operative, the university graduate is no more than a labourer whose tool is his typewriter. The qualifications required in order to earn the title of intellectual grow higher as the number of non-manual workers increasesin other words, they are proportionate to economic development. In backward countries, any university graduate passes for an intellectualand in a sense the term is not inaccurate: a young Arab who comes to study in France does in fact take up, vis-à-vis his own compatriots, attitudes which are typical of the man of letters: the 'ruritanian' ex-student resembles the Western writer. A second and narrower definition would include experts and men of letters only. The frontier between 'scribes' and experts is somewhat vague: there is a continuous movement from one category to the other. Certain experts, such as doctors, remain independentmembers of what are known as the liberal professions. The distinction between 'self-employed' and 'wage-earning', which sometimes influences ways of thinking, is nevertheless secondary: doctors who work for the State health services do not cease to be intellectuals if they have ever been simply because they receive a salary. Does the real distinction perhaps concern the nature of the non-manual work? The engineer or the doctor is at grips with inorganic nature or living phenomena, the writer or the artist with words or with a substance which he moulds in accordance with an idea. In this case, lawyers or administrators, who manipulate words or men, would belong to the same category as writers or artists, whereas in fact they approximate more closely to the experts, engineers or doctors. These ambiguities arise from the conjunction, in the concept of the intellectual, of several characteristics which are not always simultaneously present. The best way of clarifying the notion is to start from the hard-and-fast cases and work outwards to the more peripheral ones. Poets, novelists, painters, sculptors and philosophers form the inner circle: they live by and for the exercise of the intellect. If the value of the activity is taken as the criterion, one would gradually descend the ladder from Balzac to Eugène Sue, from Proust to the authors of 'human interest' stories in the daily papers. Artists who go on producing without developing new ideas or new forms, professors in their chairs, research workers in their laboratories, form the bulk of the community of knowledge and culture. Below them are the journalists of the press and the radio, who disseminate the ideas of others and are the communicating link between the big public and the elect. In this context, the nucleus of the category would be the creators, and its frontier would be the ill-defined zone where the popularisers cease to interpret and begin to mislead, where, bent only on success or money, slaves of the supposed tastes of their public, they become indifferent to the values they profess to serve. The disadvantage of such an analysis is that it neglects two important considerationson the one hand the social situation and source of income, and on the other the objective, theoretical or practical, of the professional activity. It is permissible, after the event, to call Pascal or Descartesthe one a member of a 'parliamentary' bourgeois family, the other a knightintellectuals. One would not have dreamed of putting them into that category in the seventeenth century, because they were amateurs. Amateurs are no less intellectuals than professionals if one judges by the quality of the mind or the nature of the activity involved, but they are not socially definable by that activity. In modern societies, the number of professions grows, the number of amateurs decreases. In another sense, the professor of law seems to deserve the title of intellectual more than the barrister or solicitor, and the professor of political economy more than the journalist who comments on the subject. Is this because the latter is usually a wage-earner working for a capitalist enterprise, and the former an official? It would appear not, since in the first example the barrister is a member of a liberal profession and the professor a functionary. The professor seems to us"
16,3,"more of an intellectual because he has no other objective but the maintenance, the transmission or the extension of knowledge for its own sake. These analyses do not permit us to choose, dogmatically, a single definition; they merely show how many definitions are possible. Either one regards the number of experts as one of the prime characteristics of industrial societies and consequently baptises with the name 'intelligentsia' the category of individuals who have acquired, in universities or technical schools, the qualifications needed for the exercise of techno-bureaucratic functions. Or one places writers, scholars, scientists and creative artists on the top rung of the intellectual ladder, teachers or critics on the second, popularisers or journalists on the third, with the practitionersdoctors, lawyers, engineersexcluded from the category to the extent that they abandon themselves to the desire for practical achievement and lose interest in culture. In the Soviet Union, the tendency is towards the first definition: the technical intelligentsia is considered the true representative of the species and writers themselves are 'engineers of the soul'. In the West, the second definition would find more favour, though it would be narrowed further and in fact limited to those whose ""principal occupation is to write, to teach, to preach, to appear on the stage or to practise art or letters. ""  In the France of the eighteenth century, the category of intellectuals is easily recognisable. Diderot, the Encyclopaedists, the 'philosophies', are intellectuals.  These last two criteria, without being contradictory, are visibly divergent. The intelligentsia have been more and more recruited into practical service, administrative or industrial. It is among the pure scientists or scholars that the amateur species has survived. The term intelligentsia seems to have been used for the first time in Russia during the nineteenth century: those who had been through a university and acquired a culture which was for the most part of Western origin constituted a small group external to the traditional class structure. They were recruited from the younger sons of aristocratic families and the sons of the bourgeoisie or even the better-off peasantry. Detached from the old society, they felt themselves united by the knowledge they shared and by the attitude they adopted towards the established order. All this, together with the new scientific spirit and liberal ideas, inclined them towards revolution. In societies where modern culture developed spontaneously and progressively from the traditional soil, the break with the past was less abrupt. University graduates were not so clearly distinguishable from other social categories; they did not unconditionally reject the age-old structure of communal life. They were none-the-less accused, and they are still accused, of fomenting revolutionsan accusation which the left-wing intellectual would accept as a tribute, pointing out that without the revolutionaries' determination to transcend the present, the ancient abuses would still survive. In a sense, the accusation is ill-founded. It is not true that intellectuals as such are hostile to all societies. The writers and scholars of old China 'defended and illustrated' the doctrine, more moral than religious, which put them in the front rank of their society and consecrated the hierarchy. Kings and princes, crowned heroes and wealthy merchants, have always found poets not necessarily bad ones to sing their praises. Neither in Athens nor in Paris, neither in the fifth century before Christ nor in the nineteenth century of our era, did the writer or the philosopher incline spontaneously towards the party of the people, of liberty or of progress. Admirers of Sparta were to be met with in no small quantity within the walls of Athens, just as, in our day, admirers of the Third Reich or the Soviet Union could be met with in the cafés of the Left Bank.  Crane Brinton, The Temper of Western Europe Harvard: Oxford, 1954 All doctrines, all partiestraditionalism, liberalism, democracy, nationalism, fascism, communismhave had and continue to have their oracles and their thinkers. In each camp, the intellectuals are those who transform opinions or interests into theories; by definition, they are not content merely to live, they want to think their existence. There remains, nevertheless, a basis of truth in the hackneyed notion, which has been taken up in a more subtle form by certain sociologists J. Schumpeter, for example, of the intellectuals as revolutionaries by profession. The intelligentsia is never in theory and seldom in fact a completely closed community. Any"
16,4,"privileged class which is defined by knowledge and the virtues of the intellect must subscribe to the belief in promotion by merit. Plato belonged to the aristocratic party, but he nevertheless affirmed that the slave was capable of learning mathematical truths. Aristotle did not deny the social necessity of slavery, but he undermined its foundations. He denied that each man occupied the place which conformed to his nature; and when he died he freed his slaves, who perhaps had not been born for slavery. In this sense, the professional intellectual finds it difficult not to admit a de jure democracy, though in doing so he may emphasise the more strongly a de facto aristocratism: only a minority can attain to the sphere in which he moves. The recruitment of the intelligentsia varies in different societies. In China the system of examination seems to have allowed the promotion of the sons of peasants, though the frequency of such cases is debatable. In India the preeminence accorded to thinkers was not incompatible with the caste system and the maintenance of each individual in the condition in which he was born. In modern societies the university facilitates social advancement, while in certain countries of South America or the Near East the military academies offer a similar path to promotion. Although the social origins of university graduates vary in Western countriesup to 1939, the undergraduates of Oxford and Cambridge were recruited from a narrow social stratum, and those of French colleges rarely came from working-class or peasant families but often from petty bourgeois backgrounds the intelligentsia is always socially broader and more open than the ruling class, and this democratisation tends to become more marked because industrial societies are in growing need of cadres and technicians. In the Soviet Union, the enlargement of the intelligentsia worked in the interests of the men in power, who were able to attribute to socialism what was in fact the necessary outcome of economic development. The same phenomenon threatens to undermine democratic régimes, if the sons of the lower classes, having passed through universities, hanker after radical social change instead of adhering to the system of values and of government created by the old ruling class. And this risk is all the greater in that the tendency to criticise the established order is, so to speak, the occupational disease of the intellectuals. The latter are always inclined to judge their country and its institutions by comparing present realities with theoretical ideals rather than with other realitiesthe France of today with their own idea of what France ought to be rather than with the France of yesterday. No human institution can stand up to such a test without suffering some damage. The intellectual is the man of ideas and the man of science. He subscribes to a belief in Man and in Reason. The culture disseminated by the universities is optimistic and rationalist: the forms of communal life which present themselves for critical examination appear gratuitous, the arbitrary work of the centuries rather than the expression of a clear-sighted will or a considered plan. The intellectual is all too ready to pass a final judgment on the 'established disorder'. The difficulty begins as soon as one ceases to restrict one's condemnation to the real. Logically, there appear to be three steps in the process. By technical criticism, one puts oneself in the place of those who govern or administer, one suggests measures which might attenuate the evils one deplores, one accepts the inevitable constraints of political action, the immemorial structure of collectivities, sometimes even the laws of the existing régime. One does not base oneself on idealistic premises, on a theoretical idea of a radiant future, but on results which are accessible given more common sense or goodwill. Moral criticism raises up against things as they are the notion, vague but imperative, of things as they ought to be. It denounces the cruelties of colonialism, it denounces capitalist alienation, it denounces the antithesis of masters and slaves and the infamous juxtaposition of blatant luxury and dire poverty. Even if he has no idea of the consequences of this revolt or of the means of translating it into action, the moral critic feels incapable of not proclaiming it. Finally, there is ideological or historical criticism, which attacks the present society in the name of a society to come, which attributes the injustices which offend the human conscience to the very essence of the present order capitalism and private ownership are inherently bound to produce exploitation, imperialism and war, and sketches"
16,5,"out the blueprint of a radically different order, in which man will fulfil his true vocation. Each of these criticisms has its function, its nobility; each also is threatened by a sort of degradation. The 'technicians' are dogged by the incorrigible nature of conservatism: men do not change, nor do the intractable necessities of communal life. The 'moralists' oscillate between de facto resignation and verbal intransigence: to say 'no' to everything is finally to accept everything. Where is the line to be drawn between injustices which are inseparable from present society or from any conceivable society, and the extortions and iniquities attributable to individuals, which belong to the sphere of ethical judgment? As for ideological criticism, it is quite prepared to play both sides. It is moralist against one half of the world, but accords to the revolutionary movement an indulgence that is realist in the extreme. Proof of guilt is never satisfactorily established when the court is an American one. Repression is never too excessive when it strikes at counterrevolutionaries. It is a system that conforms to the logic of human passions. How many intellectuals have come to the revolutionary party via the path of moral indignation, only to connive ultimately at terror and autocracy? Every nation has its leaning towards one or other of these forms of criticism. The British and the Americans tend towards a combination of technical and moral criticism; the French oscillate between moral and ideological criticism the debate between 'rebels' and 'revolutionaries' is a typical expression of this uncertainty. Perhaps moral criticism is as a rule the original source of all criticism, at least as far as the intellectuals are concernedwhich earns them alike the glory of being 'righters of wrong' and opponents of compromise and the less flattering reputation of professional word-spinners who ignore the coarse realities and constraints of action. It is a long time since criticism could be regarded as a proof of courage, at least in our free Western societies. The public prefers to find in its newspapers arguments which justify its resentments or its claims rather than motives for admitting that, in the given circumstances, the action of the government could not have been very different from what it was. In criticising, one evades responsibility for the unpleasant consequences entailed by a measure which may be desirable on the whole. The oppositionist, however violent his polemics, seldom suffers for his so-called heresies. To sign petitions on behalf of the Rosenbergs or against the rearming of Western Germany, to denounce the bourgeoisie as a mob of gangsters or regularly to take up a position in favour of the side against which France is preparing to defend herselfnone of this damages the career even of a servant of the State. How often have the privileged taken to their bosoms the writers who execrated them! The Babbitts of America were to a great extent responsible for the success of Sinclair Lewis. The bourgeoisie and the sons of the bourgeoisie, denounced by the writers of yesterday as philistines, by those of today as capitalists, have been the salvation of the rebels and the revolutionaries. Success is to those who transfigure the past or the future: it is doubtful whether, in our day, it is possible with impunity to defend the moderate opinion that the present is in many respects neither better nor worse than any other period. Politics and the Intelligentsia When one observes the attitudes of intellectuals towards politics, one's first impression is that they are very similar to those of non-intellectuals. In the opinions of teachers or writers there is the same mixture of half-baked knowledge, of traditional prejudices, of preferences which are more aesthetic than rational, as in those of shopkeepers or industrialists. One famous novelist will vent his hatred on the conformist bourgeoisie from which he himself sprang; another, although his philosophy is quite incompatible with dialectical materialism, is belatedly attracted to the Soviet system, as almost all leftists have been at one stage or another. When their professional interests are at stake, the associations of doctors, teachers or writers put their claims no less forcefully than the workers' trade unions. The cadres defend the hierarchy; the upper managerial strata of industry are often at odds with the capitalists and financiers. Intellectual civil servants regard the resources of other social categories as excessive. As State employees and recipients of fixed incomes, they are incl"
16,6,"ined to condemn the profit motive. The attitudes of intellectuals can also be explained by reference to their social origins. In France, one has only to compare the intellectual climate of the different faculties teachers as well as studentsin order to realise this. The Ecole Normale Supérieure is Left or extreme Left, the Institut d'Etudes Politiques, apart from a small minority, is conservative or moderate. This has certainly something to do with the recruitment of the students. In the provincial universities, every faculty has its political reputation, those of medicine or law being usually considered 'more to the Right' than those of letters or science: in both cases, the teachers' social background and standard of living have some bearing on their political opinions. Professional considerations may also play their part. The Normaliens of the Rue d'Ulm today look at political problems in terms of Marxist or existentialist philosophy. Hostile to capitalism and anxious to 'emancipate' the proletariat, they yet know little of either. The student of political science knows less about 'alienation' and more about how régimes function. To a certain extent, the same remarks could be applied to the masters as to the students. Inevitably, the professional intellectual transfers to the political sphere the habits of thought which he has acquired in the pursuit of his calling. For example, the exercise of medicine does not encourage an optimistic view of human nature: though often humanitarian, doctors are also concerned to safeguard their status as a liberal profession, and they regard the ambitions of the reformers with some scepticism. Analyses such as these, which should be extended to compare the same professions in different countries or different specialists within each country, might lead eventually to a fully worked-out sociology of the intelligentsia. In the absence of this, however, it is still possible to indicate the circumstances which have a decisive influence on the attitude of intellectuals and to establish certain national peculiarities. The situation of the intelligentsia can be defined by a double relationship, with the Church and with the ruling classes. The distant cause of the contrast between the ideological climate of the Anglo-Saxon countries and that of the Latin countries is clearly the success of the Reformation and the multiplicity of religious sects on the one side, and the failure of the Reformation and the power of Catholicism on the other. Mediaeval Europe was equipped with 'clerks' rather than with intellectuals. Scholars and writers were for the most part attached to ecclesiastical institutions, which included the universities. Even when they were laymen, university professors did not enter into competition with the servants of the spiritual power, which was established and recognised. The various categories of the modern intelligentsia developed gradually: jurists and officials were dependent on the monarchy; scientists had to fight for the right of free inquiry against a restrictive dogmatism; poets and writers, sprung from the bourgeoisie, sought the protection of the great and were able to live by their pens and by the favour of the public. Over the course of the centuries, there was a progressive evolution towards the secularisation of the intelligentsia, and today this is total. The combination in a single man of the functions of scientist or philosopher and priest would now be considered a freak. The conflict between the clergy and the intellectuals, or between the spiritual power of faith and that of reason, expired in a sort of reconciliation in the countries where the Reformation was successful. Humanitarianism, social reforms, political liberties did not appear to be incompatible with the Christian message. The annual congress of the British Labour Party opens with a prayer. In France, Italy and Spain, in spite of the Christian Democratic movements, the parties founded on the Enlightenment or on socialist ideas generally regard the Church as an enemy. The relationship of the intellectuals to the ruling classes is a reciprocal one. The more remote they seem to be from the preoccupations of those who govern, administer or create wealth, the more do the latter give vent to their innate hostility and contempt for the 'word-spinners'. The more recalcitrant to modern ideas the privileged classes appear, the more incapable of ensuring the nation's power and economic progress, the more the intellectuals incline to dissidence. The prestige society accords to men of ideas also influences their judgments on the practical men. Thanks to the double success of the Reformation and the Revolution, in the sixteenth and seventeenth centuries, the British intelligentsia never found itself in permanent conflict with the Church and the ruling class"
16,7,". It has, of course, regularly provided the necessary contingent of non-conformists without which orthodoxy would stifle all criticism of values and institutions. But its polemics have always been closer to factual experience and less inclined to metaphysics than those of the intellectual classes of the Continent, especially the French. British politicians and men of affairs have always been sufficiently self-confident not to feel any deep inferiority or hostility towards writers or scholars. And the latter, for their part, were never isolated from the rich and the powerful: they were given a place in the élitenot in the front rankand they rarely dreamed of a total upheaval. Often they themselves belonged to the ruling class. Demands for reform were met quickly enough for the politico-economic system itself not to be called in question. In France, during the whole of the nineteenth century, the form of the State was never unanimously accepted; the debate between tradition and revolution was endlessly pursued. The intellectuals lapsed into a kind of habitual opposition, not only when parliamentary institutions were compromised by the monarchy but also when democratic principles were exploited by a Bonaparte or when the Republic appeared to be too favourable or too hostile to the socialists. Thus in France any crisis whatsoeverthat of 1934, for example, or that of 1940is enough to revive old quarrels. Even Great Britain was shaken by the troubles of the 'thirties. There and in America the intellectuals, confronted with the economic crisis, experienced the temptations of revolutionary dissidence and the mirage of the Soviet paradise. But Communism and Fascism remained peripheral phenomena; whereas in France they were central issues, and once more the country and its humdrum problems were forgotten in the ideological delirium. Every country has its own special tradition of political thinking. The same doctrines or the same ideological conglomerates are to be found in all Western countriesconservatism, liberalism, social Catholicism, socialism. But the distribution of ideas among the parties varies, the political issues or philosophical bases are never the same. Economic liberalismfree trade and private enterprisehas been more tied up with social conservatism in France than in Great Britain, has tended more to obstruct social legislation than to liquidate antediluvian methods and concerns in agriculture and industry. On the other side of the Channel, the dissociation between democracy and liberalism, between Parliament and the Republic, has never been known. Certain ideas, analogous perhaps in their consequences, were variously developed, here in a vocabulary derived from a utilitarian philosophy, there in terms of an abstract rationalism with a Jacobin interpretation of the rights of man, elsewhere in Hegelian or Marxist language.  Moreover, ideas often pass from one party to another. In 1815, 1840 and 1870 the right-wing parties were pacifist-minded, reluctant to fight to the last ditch. Revolutionary patriotism was flag-waving, bellicose. It was not until the end of the nineteenth century that the Left became pacifist and the Right nationalist. The attitudes of the Right and the Left to foreign policy are frequently reversed. In face of Hitlerism, the Right was Munich-minded and collaborationist; in face of Stalinism, the Left. From yet another angle, the intellectuals are closely linked to the national community: they live their country's destiny in a particularly acute form. The vast majority of German intellectuals under the Hohenzollern empire were loyal to the régime. The university graduates, who occupied a high place in the hierarchy of prestige, were anything but revolutionaries. With few exceptions they were indifferent to the form of government, whether monarchy or republica question which passionately absorbed their French colleagues. Conscious of the social problems which were rendered more acute in Germany than in France by the speed of industrialisation, they sought reformist solutions within the imperial capitalist framework. Marxists were few in the universities and were mainly recruited among the marginal intelligentsia. Since the writers and artists, unlike the French, occupied an inferior status to that of the professors, they were probably less integrated with the régime. Especially typical of the contrast between the two countries were the nationalist tendencies of most of the German teaching profession and the leftist opinions of most of the French. Later, the dissidence of a large proportion of the German intelligentsia under the Weimar Republic was due to a qu"
16,8,"asiaesthetic hostility to a drab and colourless régime directed by men of the people or of the petty bourgeoisie, and above all to the humiliation caused by the country's defeat. The worker and the peasant resent any blow to their country's independence and prosperity, the intellectual is more sentitive to the oscillations of national prestige. He may believe himself to be indifferent to wealth or power, but he is never indifferent to national glory, for the scope and influence of his work partly depends on it. As long as his country controls the big battalions, he pretends to ignore this connection, but he finds it difficult to resign himself when the Spirit of History, and with it the centre of power, has emigrated to another clime. The intellectuals are more pained than simpler mortals by the hegemony of the United States. The influence of the nation's fate on the attitude of the intelligentsia sometimes exerts itself in the economic sphere. Unemployment, lack of promotion, the intransigence of the older generation or of foreign mastersto all this the intellectuals as a whole react more passionately than the other social categories, because they have higher ambitions and more extensive means of action. They are filled with genuine indignation at the injustice, poverty and oppression of which other men are victims: how could they possibly remain silent when they themselves are directly affected? In the twentieth century, revolutionary situations will always crop up wherever there are frustrated, unemployed ex-students. In Germany the great depression, supervening ten years after the defeat, brought out into the streets scores of thousands of candidates for semi-intellectual jobs, and a revolution of some kind seemed the only possible outcome. The monopolising of jobs by Frenchmen in Tunisia and Morocco nourished the bitterness of Arab graduates from French universities and swept them irresistibly to revolt. Wherever the old ruling classeslandowners, rich traders, tribal chiefspreserve a quasi-monopoly of power and wealth, the discrepancy between what the rationalist culture of the West promises and what reality offers, between the aspirations of the intellectual young and their opportunities, gradually arouses passions which circumstances inexorably steer and impel, against colonial domination or against reaction, towards a national or a Marxist revolution. Even the industrial societies of the West are imperilled when disgruntled experts in search of practical action and soured literati in search of an Idea unite against a régime which is guilty of failing to inspire either patriotic pride or the inward satisfaction of sharing in a great collective enterprise. Maybe the result of their activities will not exactly live up to their expectations: in that case the ideologists can buy a relative security by singing the praises of the rulers, while the polytechnicians console themselves by building power stations. The Intellectuals' Paradise France is considered to be the paradise of the intellectuals, and French intellectuals tend to be revolutionaries: the conjunction of these two facts seems rather paradoxical. English writers of the avant-garde, whose names are probably unknown in the House of Commons, are overcome with rapture when they come to Paris and settle down in Saint Germain-des-Prés. They at once develop a passionate interest in politics, a subject the dispiriting sobriety of which at home discourages their attention. And indeed the discussions they will hear in Paris are elaborated with a subtlety that cannot but enthral those who live by the mind. The last article of Jean-Paul Sartre is a political event, or at least it is greeted as such by a circle of people which, though narrow, is convinced of its own importance. The political ambitions of successful French novelists collide with the literary ambitions of French statesmen, who dream of writing novels just as the others dream of becoming Ministers. It will be said that this impression is a superficial one, that this paradise is reserved for the tourist trade. There are few intellectuals who manage to live by their pens. Schoolteachers and university professors have to make do on meagre salaries, scientists work in ill-equipped laboratories. One may speculate on the case of an intellectual, rich in glory and in royalties, who nevertheless places his pen at the service of an ill-defined revolution, but one forgets all those who are embittered by the contrast between the profits undeclared of business men, shopkeepers, surgeons and lawyers"
